source_type,thread_id,comment_id,createdAt_iso,url,matched_text,amount_values,context_tags,text_snippet
comment,thread_1459728641465030,comment_1459734854797742,2024-04-28T18:32:45Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1459728641465030/?comment_id=1459734854797742,$100,100.0,,Yes. I have Berxi and I also added Medicare / Medicaid audit ins as well as reputation ins for about $100 extra / year
comment,thread_1458485144922713,comment_1458510124920215,2024-04-26T20:54:22Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1458485144922713/?comment_id=1458510124920215,$40,40.0,followup,"I have been good with clients paying thru cash, check, and zelle without issues. My intake form has a statement for returned checks that they would be charged additional fee of $40 if any check get..."
comment,thread_1458267368277824,comment_1458294478275113,2024-04-26T13:39:21Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1458267368277824/?comment_id=1458294478275113,$48,48.0,,"Consider the long term goals for your practice. If growth is in your plan, then it may be more cost effective from a time management perspective to pay for an EMR platform now. Most will handle sch..."
thread,thread_1457748884996339,,2024-04-25T17:02:51Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1457748884996339/,$300,300.0,,Any lymphedema therapist here? I am trying to check if an American certification is mandatory or not. I am a foreign born PT and took an extremely comprehensive certification in my home country. I ...
comment,thread_1457187855052442,comment_1457287221709172,2024-04-25T01:01:05Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1457187855052442/?comment_id=1457287221709172,$150,150.0,,For employees making less than $150k. Still facing appeals. Was generally not being enforced anyway. Don’t know why in this country we can’t just do what we are trying to do. Always have to muddy i...
comment,thread_1455988278505733,comment_1456211141816780,2024-04-23T12:22:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455988278505733/?comment_id=1456211141816780,$510,510.0,,"$510/month for HENO, but that is with 3 total therapists (including myself). Fax and billing are included. It was $200 when I was a solo PT."
comment,thread_1455988278505733,comment_1456211141816780,2024-04-23T12:22:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455988278505733/?comment_id=1456211141816780,$200,200.0,,"$510/month for HENO, but that is with 3 total therapists (including myself). Fax and billing are included. It was $200 when I was a solo PT."
comment,thread_1455988278505733,comment_1456191671818727,2024-04-23T11:46:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455988278505733/?comment_id=1456191671818727,$100,100.0,,"I pay $100 for Jane EMR (I’m grandfathered in to a lower rate but it’s not too much more than that I think) $11 for srfax, $45 for Claim MD clearing house to bill insurance. Everything I need to do..."
comment,thread_1455988278505733,comment_1456191671818727,2024-04-23T11:46:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455988278505733/?comment_id=1456191671818727,$11,11.0,,"I pay $100 for Jane EMR (I’m grandfathered in to a lower rate but it’s not too much more than that I think) $11 for srfax, $45 for Claim MD clearing house to bill insurance. Everything I need to do..."
comment,thread_1455988278505733,comment_1456191671818727,2024-04-23T11:46:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455988278505733/?comment_id=1456191671818727,$45,45.0,,"I pay $100 for Jane EMR (I’m grandfathered in to a lower rate but it’s not too much more than that I think) $11 for srfax, $45 for Claim MD clearing house to bill insurance. Everything I need to do..."
comment,thread_1455918501846044,comment_1456590155112212,2024-04-24T00:51:55Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455918501846044/?comment_id=1456590155112212,$1000,1000.0,,"I have a VA I'm paying $1000 a month. Makes such a difference oh my gosh. She answers my phone, attaches faxes, calls for scheduling, and speaks Spanish!"
thread,thread_1455814791856415,,2024-04-22T21:19:54Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1455814791856415/,$30,30.0,,"Does anyone have a good HIPAA course for their front office staff? We found one online for $30ish a person, but I wanted to see what everyone else was doing."
comment,thread_1455584505212777,comment_1456632985107929,2024-04-24T02:28:24Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455584505212777/?comment_id=1456632985107929,$600,600.0,,"Check with some local organizations, I found my county and one of the local rotary clubs have a program that you can donate $600 and get an AED, wall box, and training. Not free, but considerably c..."
thread,thread_1455004768604084,,2024-04-21T14:35:09Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1455004768604084/,$65,65.0,hour,"Hello everyone, I would love to get some idea ideas on how to structure commission for an employee who does dry needling. The employee is paid $65 an hour. Dry needling charge is $45 for up to 3 bo..."
thread,thread_1455004768604084,,2024-04-21T14:35:09Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1455004768604084/,$45,45.0,hour,"Hello everyone, I would love to get some idea ideas on how to structure commission for an employee who does dry needling. The employee is paid $65 an hour. Dry needling charge is $45 for up to 3 bo..."
comment,thread_1455004768604084,comment_1455008241937070,2024-04-21T14:42:07Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1455004768604084/?comment_id=1455008241937070,$65,65.0,hour,$65 an hour sounds inclusive to me :)
comment,thread_1453743315396896,comment_1455587728545788,2024-04-22T13:47:16Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1453743315396896/?comment_id=1455587728545788,$459,459.0,eval|followup|hour,"I went with single visits. I used to have lots of options for patients (eval only, eval and treat, 60 min treat, 30 min treat, etc). I've streamlined it to 2 options: 2 hour eval and treat for $459..."
comment,thread_1453743315396896,comment_1455587728545788,2024-04-22T13:47:16Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1453743315396896/?comment_id=1455587728545788,$289,289.0,followup,"I went with single visits. I used to have lots of options for patients (eval only, eval and treat, 60 min treat, 30 min treat, etc). I've streamlined it to 2 options: 2 hour eval and treat for $459..."
comment,thread_1453326298771931,comment_1453682158736345,2024-04-19T12:18:17Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1453326298771931/?comment_id=1453682158736345,$600,600.0,,I would definitely pay by check & hopefully they will understand they would be independent contractors since they will be 1099’d at the end of the year. (I think I read that Venmo was going to star...
comment,thread_1453284792109415,comment_1453322952105599,2024-04-18T22:18:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1453284792109415/?comment_id=1453322952105599,$200,200.0,,"My question for you is are you planning on invoicing through Wave? If not, wave would be fine (that’s what I use). Wave can only see the money Square brings in for me and how much is in my bank acc..."
comment,thread_1453284792109415,comment_1453322952105599,2024-04-18T22:18:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1453284792109415/?comment_id=1453322952105599,$200,200.0,,"My question for you is are you planning on invoicing through Wave? If not, wave would be fine (that’s what I use). Wave can only see the money Square brings in for me and how much is in my bank acc..."
thread,thread_1453105948793966,,2024-04-18T14:35:18Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1453105948793966/,4 to 6 ,4.0|6.0,eval,"Clinicians who run a solo practice part-time: when you reach the point of a waitlist, what have been your next best steps to keep scaling your practice? Raising prices? Going to the online space? M..."
comment,thread_1451967942241100,comment_1451978228906738,2024-04-16T22:36:32Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1451967942241100/?comment_id=1451978228906738,$374,374.0,session,"I work for a California based home health agency, and the per session rate for PT is $374. Just an FYI to compare your own rate to."
comment,thread_1448120802625814,comment_1448786745892553,2024-04-11T21:46:04Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1448120802625814/?comment_id=1448786745892553,$20,20.0,,I only do it with a credit card on file for automatic charge. Kind of like finding an old $20 in your pocket each month when it comes through so I don’t mind haha.
comment,thread_1446930379411523,comment_1447157066055521,2024-04-09T10:20:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446930379411523/?comment_id=1447157066055521,$1200,1200.0,eval|session,"I always break down the cost, and apparently I’m the odd man out- but I LOVE trades 🤣. Been doing it for years! For doula services, I’d just divide her payment by your hourly rate and see how many ..."
comment,thread_1446930379411523,comment_1447157066055521,2024-04-09T10:20:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446930379411523/?comment_id=1447157066055521,$200,200.0,eval|session,"I always break down the cost, and apparently I’m the odd man out- but I LOVE trades 🤣. Been doing it for years! For doula services, I’d just divide her payment by your hourly rate and see how many ..."
comment,thread_1446930379411523,comment_1447157066055521,2024-04-09T10:20:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446930379411523/?comment_id=1447157066055521,$150,150.0,eval|session,"I always break down the cost, and apparently I’m the odd man out- but I LOVE trades 🤣. Been doing it for years! For doula services, I’d just divide her payment by your hourly rate and see how many ..."
comment,thread_1446930379411523,comment_1447157066055521,2024-04-09T10:20:38Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446930379411523/?comment_id=1447157066055521,$100,100.0,,"I always break down the cost, and apparently I’m the odd man out- but I LOVE trades 🤣. Been doing it for years! For doula services, I’d just divide her payment by your hourly rate and see how many ..."
comment,thread_1446693612768533,comment_1446709992766895,2024-04-08T16:46:08Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446693612768533/?comment_id=1446709992766895,$39,39.0,,Yes to all those. The privacy and terms pages are standard for all sites and if you don't have them Google may penalize your site in search. Same for cookies. Cookies are just a one click turn on i...
comment,thread_1446247429479818,comment_1446260979478463,2024-04-07T23:24:57Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446247429479818/?comment_id=1446260979478463,$65,65.0,session,We recently dropped Cigna/ASH at the clinic I work at because we had a contracted rate of $65/visit and out of nowhere they decided to only start paying us $32/visit. After arguing with them for ov...
comment,thread_1446247429479818,comment_1446260979478463,2024-04-07T23:24:57Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446247429479818/?comment_id=1446260979478463,$32,32.0,session,We recently dropped Cigna/ASH at the clinic I work at because we had a contracted rate of $65/visit and out of nowhere they decided to only start paying us $32/visit. After arguing with them for ov...
comment,thread_1446247429479818,comment_1446260979478463,2024-04-07T23:24:57Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1446247429479818/?comment_id=1446260979478463,$50,50.0,,We recently dropped Cigna/ASH at the clinic I work at because we had a contracted rate of $65/visit and out of nowhere they decided to only start paying us $32/visit. After arguing with them for ov...
comment,thread_1444768236294404,comment_1444782509626310,2024-04-05T14:10:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444768236294404/?comment_id=1444782509626310,$750,750.0,eval,"Just a quick back story. I'm from a farm and have helped my parents with tax prep for many years but they always went to a CPA to put it all together. I thought I knew everything. This year, I deci..."
comment,thread_1444768236294404,comment_1444782509626310,2024-04-05T14:10:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444768236294404/?comment_id=1444782509626310,$1600,1600.0,,"Just a quick back story. I'm from a farm and have helped my parents with tax prep for many years but they always went to a CPA to put it all together. I thought I knew everything. This year, I deci..."
comment,thread_1444768236294404,comment_1444870582950836,2024-04-05T16:51:57Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444768236294404/?comment_id=1444870582950836,$900,900.0,,We just paid $900 to have ours done. We have 2 very small LLCs (just us). I think I might return to Turbo Tax!
thread,thread_1444504109654150,,2024-04-05T03:36:32Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1444504109654150/,$65,65.0,,Hey everyone. So I’m looking at a space to rent in a chiropractor’s office. It’s a massage room and I do like the area. I’m just starting out and he suggested $65/ hr or $250/day would be the going...
thread,thread_1444504109654150,,2024-04-05T03:36:32Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1444504109654150/,$250,250.0,,Hey everyone. So I’m looking at a space to rent in a chiropractor’s office. It’s a massage room and I do like the area. I’m just starting out and he suggested $65/ hr or $250/day would be the going...
thread,thread_1444504109654150,,2024-04-05T03:36:32Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1444504109654150/,65/ hr,65.0,,Hey everyone. So I’m looking at a space to rent in a chiropractor’s office. It’s a massage room and I do like the area. I’m just starting out and he suggested $65/ hr or $250/day would be the going...
comment,thread_1444504109654150,comment_1444506609653900,2024-04-05T03:43:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444504109654150/?comment_id=1444506609653900,$65,65.0,,$65/ hr?! That’s a lot of money! My first room I rented was $25/ hr and that was in Los Angeles! I now have a suite that I pay $875/ month now so the $250 a day is a rip off too!!! Look else where!
comment,thread_1444504109654150,comment_1444506609653900,2024-04-05T03:43:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444504109654150/?comment_id=1444506609653900,$25,25.0,,$65/ hr?! That’s a lot of money! My first room I rented was $25/ hr and that was in Los Angeles! I now have a suite that I pay $875/ month now so the $250 a day is a rip off too!!! Look else where!
comment,thread_1444504109654150,comment_1444506609653900,2024-04-05T03:43:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444504109654150/?comment_id=1444506609653900,$875,875.0,,$65/ hr?! That’s a lot of money! My first room I rented was $25/ hr and that was in Los Angeles! I now have a suite that I pay $875/ month now so the $250 a day is a rip off too!!! Look else where!
comment,thread_1444504109654150,comment_1444506609653900,2024-04-05T03:43:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444504109654150/?comment_id=1444506609653900,$250,250.0,,$65/ hr?! That’s a lot of money! My first room I rented was $25/ hr and that was in Los Angeles! I now have a suite that I pay $875/ month now so the $250 a day is a rip off too!!! Look else where!
comment,thread_1444504109654150,comment_1444506609653900,2024-04-05T03:43:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444504109654150/?comment_id=1444506609653900,65/ hr,65.0,,$65/ hr?! That’s a lot of money! My first room I rented was $25/ hr and that was in Los Angeles! I now have a suite that I pay $875/ month now so the $250 a day is a rip off too!!! Look else where!
comment,thread_1444504109654150,comment_1444506609653900,2024-04-05T03:43:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1444504109654150/?comment_id=1444506609653900,25/ hr,25.0,,$65/ hr?! That’s a lot of money! My first room I rented was $25/ hr and that was in Los Angeles! I now have a suite that I pay $875/ month now so the $250 a day is a rip off too!!! Look else where!
thread,thread_1443773836393844,,2024-04-03T23:00:32Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1443773836393844/,$50,50.0,,"Hi everyone, So I know we can't offer financial incentives for referrals due to kickback laws. I know some people who ""get around"" this by donating to charity. ie. ""I can't offer direct financial c..."
comment,thread_1443773836393844,comment_1443820046389223,2024-04-04T00:52:20Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1443773836393844/?comment_id=1443820046389223,$20,20.0,,Eric Schneider David Bayliff Hey I understand the sentiment guys and the value of building relationships. But I don't see why you couldn't employ both if it is legal? They aren't mutually exclusive...
thread,thread_1443762189728342,,2024-04-03T22:35:00Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1443762189728342/,$700,700.0,,"Do one thing differently!!! For my mobile patients…. Anyone that’s a senior, disabled or a veteran I run their property tax exemptions if they own their home. This person missed two exemptions for ..."
comment,thread_1443717163066178,comment_1444075879696973,2024-04-04T11:28:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1443717163066178/?comment_id=1444075879696973,$299,299.0,,"I have a mobile PT business but my husband and I own a hardware store, s corp. The fees for accounting are what we pay our accountant but gross revenue dictates this. Quickbooks rates have substant..."
comment,thread_1443717163066178,comment_1444075879696973,2024-04-04T11:28:42Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1443717163066178/?comment_id=1444075879696973,$1400,1400.0,membership,"I have a mobile PT business but my husband and I own a hardware store, s corp. The fees for accounting are what we pay our accountant but gross revenue dictates this. Quickbooks rates have substant..."
comment,thread_1443593716411856,comment_1443830833054811,2024-04-04T01:18:34Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1443593716411856/?comment_id=1443830833054811,$600,600.0,,"Before you move ahead, please understand that a '1099' is a form you issue to any contractor for whom you paid more than $600/year so they can report it on their taxes. (This law is if you're in th..."
thread,thread_1443089786462249,,2024-04-02T21:43:19Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1443089786462249/,$230,230.0,,"So I am working on getting uncaged. I work 20-25hs on my home health job, and I see about 14 to 16 - 1h sessions on my private practice. Most weeks I’ve been booked but in all honesty I haven’t rea..."
thread,thread_1443089786462249,,2024-04-02T21:43:19Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1443089786462249/,14 to 16 ,14.0|16.0,session,"So I am working on getting uncaged. I work 20-25hs on my home health job, and I see about 14 to 16 - 1h sessions on my private practice. Most weeks I’ve been booked but in all honesty I haven’t rea..."
thread,thread_1442842323153662,,2024-04-02T13:34:15Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1442842323153662/,$610,610.0,,"Pennsylvania LLCs- for the certificate of annual registration through the state, if you are a solo business owner/provider, you only need to pay for “1 member” correct? Thanks! Also, why is this $6..."
comment,thread_1442810383156856,comment_1442860896485138,2024-04-02T14:09:39Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1442810383156856/?comment_id=1442860896485138,$2,2.0,,Not sure of your location but you can find an attorney working on an hourly fee. We did this about 10years ago and paid roughly $2k with fees plus filing costs.
comment,thread_1440947160009845,comment_1440984940006067,2024-03-30T19:16:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1440947160009845/?comment_id=1440984940006067,$1500,1500.0,,Earthlite Ellora Vista. I think mine was around $1500 with discounts and shipping.
thread,thread_1439568726814355,,2024-03-28T17:26:15Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1439568726814355/,$125,125.0,,If you had an “easy” job making $125k/salary a year (in a low cost living area) - would you still make the leap to being Uncaged? Wanting to hear both sides. I’ve had PTs say I’m crazy for consider...
thread,thread_1438743240230237,,2024-03-27T12:25:10Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1438743240230237/,0 to 2,2.0,,Anyone with Hellonote migrate from 1.0 to 2.0? Was it worth it or should I stay with 1.0? Thanks!
comment,thread_1437049737066254,comment_1437058113732083,2024-03-24T21:16:23Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1437049737066254/?comment_id=1437058113732083,$300,300.0,,I'm not sure chapter authors are paid very much...my cardiopulm PT professor told me once he was paid $300 to contribute a chapter to a text book...not sure if that is typical or not.
thread,thread_1436986743739220,,2024-03-24T18:26:07Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1436986743739220/,$556,556.0,,"Looking for a good professional liability quote for PT as a solo provider LLC, mine renews on 05/01/24 under HPSO for $556. Would love to spend a bit less on this cost! Thank you"
comment,thread_1436385733799321,comment_1436432363794658,2024-03-24T00:45:28Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436432363794658,$30,30.0,,"If you can... leave time out of it... For example don't say $30 for 15 min... Base it on $300 to cover etc Or. $300 a day. Or. $300 to serve 30 kids make it about you being available, not just in d..."
comment,thread_1436385733799321,comment_1436432363794658,2024-03-24T00:45:28Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436432363794658,$300,300.0,,"If you can... leave time out of it... For example don't say $30 for 15 min... Base it on $300 to cover etc Or. $300 a day. Or. $300 to serve 30 kids make it about you being available, not just in d..."
comment,thread_1436385733799321,comment_1436432363794658,2024-03-24T00:45:28Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436432363794658,$300,300.0,,"If you can... leave time out of it... For example don't say $30 for 15 min... Base it on $300 to cover etc Or. $300 a day. Or. $300 to serve 30 kids make it about you being available, not just in d..."
comment,thread_1436385733799321,comment_1436432363794658,2024-03-24T00:45:28Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436432363794658,$300,300.0,,"If you can... leave time out of it... For example don't say $30 for 15 min... Base it on $300 to cover etc Or. $300 a day. Or. $300 to serve 30 kids make it about you being available, not just in d..."
comment,thread_1436385733799321,comment_1436412107130017,2024-03-23T23:51:30Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436412107130017,$60,60.0,,"A point of reference: my daughter charges 50 per kid for 55 min OH hitting 2-4 kids , another defense trainer 1:1 45 min lesson $60-70. They all do conditioning training on the side 2X week at $25 ..."
comment,thread_1436385733799321,comment_1436412107130017,2024-03-23T23:51:30Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436412107130017,$25,25.0,session,"A point of reference: my daughter charges 50 per kid for 55 min OH hitting 2-4 kids , another defense trainer 1:1 45 min lesson $60-70. They all do conditioning training on the side 2X week at $25 ..."
comment,thread_1436385733799321,comment_1436412107130017,2024-03-23T23:51:30Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436385733799321/?comment_id=1436412107130017,$60-70,60.0|70.0,,"A point of reference: my daughter charges 50 per kid for 55 min OH hitting 2-4 kids , another defense trainer 1:1 45 min lesson $60-70. They all do conditioning training on the side 2X week at $25 ..."
comment,thread_1436216587149569,comment_1436841500420411,2024-03-24T14:01:26Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436216587149569/?comment_id=1436841500420411,$50,50.0,,"Toyota RAV4 Hybrid. Def go hybrid. I love it! It’s def more expensive up front but I fill up less often and the bill each time I fill up is less. (For reference I had a Subaru Outback before, at be..."
comment,thread_1436216587149569,comment_1436841500420411,2024-03-24T14:01:26Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1436216587149569/?comment_id=1436841500420411,$30,30.0,,"Toyota RAV4 Hybrid. Def go hybrid. I love it! It’s def more expensive up front but I fill up less often and the bill each time I fill up is less. (For reference I had a Subaru Outback before, at be..."
comment,thread_1435571907214037,comment_1436255133812381,2024-03-23T17:31:25Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1435571907214037/?comment_id=1436255133812381,$10,10.0,,I’ve used Simple Practice for a few years and it’s pretty easy to use and the price is great. Only $10 extra for Telehealth. It isn’t always easy to get questions answered right away. You need to s...
comment,thread_1434275207343707,comment_1434292857341942,2024-03-20T18:17:54Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1434275207343707/?comment_id=1434292857341942,$20,20.0,eval,"Take time to identify your values. (There are some good worksheets available to help with this process.) Then, ask yourself if how you're living is lining up with those. Take time to learn about ho..."
thread,thread_1430521021052459,,2024-03-14T18:17:12Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1430521021052459/,$70,70.0,,We bill out of network with MA PPO plan and recently was told that if we want our patients to pay less of a copay (typically its $70) through UHC then we can initiate a GAP request. HAs anyone hear...
thread,thread_1429653007805927,,2024-03-13T10:46:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1429653007805927/,$1000,1000.0,,"￼ does anyone have any recommendations on how to create an invoice with a minimum payment due on it. For example, someone who has a balance of say over $1000, rather than saying balance due $1000, ..."
thread,thread_1429653007805927,,2024-03-13T10:46:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1429653007805927/,$1000,1000.0,,"￼ does anyone have any recommendations on how to create an invoice with a minimum payment due on it. For example, someone who has a balance of say over $1000, rather than saying balance due $1000, ..."
thread,thread_1429653007805927,,2024-03-13T10:46:31Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1429653007805927/,$125,125.0,,"￼ does anyone have any recommendations on how to create an invoice with a minimum payment due on it. For example, someone who has a balance of say over $1000, rather than saying balance due $1000, ..."
thread,thread_1428110694626825,,2024-03-10T16:56:47Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1428110694626825/,$5000,5000.0,,Double … triple … quintuple look over your business taxes!!! Errors are costly … I almost made one that would have cost me +$5000
comment,thread_1425722781532283,comment_1425736181530943,2024-03-06T20:23:12Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425722781532283/?comment_id=1425736181530943,$174.90,174.9,,"They should have read the book they're given each year to explain how their health services are billed. 😑 If in person, ask to see their cards first. If not, have them email a copy. You need that t..."
comment,thread_1425722781532283,comment_1425736181530943,2024-03-06T20:23:12Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425722781532283/?comment_id=1425736181530943,$454,454.0,,"They should have read the book they're given each year to explain how their health services are billed. 😑 If in person, ask to see their cards first. If not, have them email a copy. You need that t..."
comment,thread_1425722781532283,comment_1425736181530943,2024-03-06T20:23:12Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425722781532283/?comment_id=1425736181530943,$174.90,174.9,,"They should have read the book they're given each year to explain how their health services are billed. 😑 If in person, ask to see their cards first. If not, have them email a copy. You need that t..."
comment,thread_1425722781532283,comment_1425736181530943,2024-03-06T20:23:12Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425722781532283/?comment_id=1425736181530943,$600,600.0,,"They should have read the book they're given each year to explain how their health services are billed. 😑 If in person, ask to see their cards first. If not, have them email a copy. You need that t..."
comment,thread_1425659744871920,comment_1425760708195157,2024-03-06T21:32:00Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425659744871920/?comment_id=1425760708195157,$3,3.0,,"My office is in a gym that takes it, don't think itnpays very well, like $3 per person per day?"
comment,thread_1425528768218351,comment_1425885398182688,2024-03-07T03:26:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425528768218351/?comment_id=1425885398182688,$114.60,114.6,session,In NYC max billing RVUs ends up at $114.60 per visit. I think it can be good depending on what type of practice you have. The one positive thing is the pts don’t have to pay so they typically stay ...
comment,thread_1425528768218351,comment_1425885398182688,2024-03-07T03:26:11Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1425528768218351/?comment_id=1425885398182688,60 per visit,60.0,session,In NYC max billing RVUs ends up at $114.60 per visit. I think it can be good depending on what type of practice you have. The one positive thing is the pts don’t have to pay so they typically stay ...
comment,thread_1424974014940493,comment_1427335184704376,2024-03-09T11:19:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1424974014940493/?comment_id=1427335184704376,$800,800.0,,Google will work with you and help you set up your own campaign. They will meet with you remotely (for free) to help tweak your campaign and design it with you. I spent about $800/month for 2.5 mon...
thread,thread_1419142035523691,,2024-02-24T23:45:29Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1419142035523691/,$140,140.0,cash,Currently using PtEveryhwere for my EMR and paying around $140/mo with CRM and am a single user. Cash and BCBS only. I have some difficulties with claims when I get errors but debating to stay on o...
thread,thread_1417253969045831,,2024-02-21T17:55:35Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1417253969045831/,$1000,1000.0,,"Anyone mobile in Arizona with a good accountant recommendation? I was just quoted $1000 and they demand I use quick books. I feel like that is a lot but maybe not. Also, don’t really want to use qu..."
comment,thread_1417253969045831,comment_1417292482375313,2024-02-21T19:36:04Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1417253969045831/?comment_id=1417292482375313,$500,500.0,,"My CPA charges $500 for my biz and just under for personal so roughly 1k total. Unlimited emails, calls, questions. Meetings are billed. And he's amazing. He's always told me that they way I keep m..."
comment,thread_1417253969045831,comment_1417283369042891,2024-02-21T19:09:22Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1417253969045831/?comment_id=1417283369042891,$1,1.0,,I wish my CPA charged me only a grand. I usually have to pay 2 1/2 times that. $1k is a steal!
thread,thread_1416802759090952,,2024-02-20T23:56:36Z,https://www.facebook.com/groups/uncagedcliniciangroup/permalink/1416802759090952/,$299,299.0,,Who do you use for a Registered agent for your LLC in Florida? I’ve received some information from other companies and was hoping to switch from paying LegalZoom $299/year. I am hoping that these s...
comment,thread_1413637512740810,comment_1413657126072182,2024-02-15T19:23:33Z,https://www.facebook.com/groups/uncagedcliniciangroup/posts/1413637512740810/?comment_id=1413657126072182,20 to 30 ,20.0|30.0,,We use QuickBooks. We have around 20 to 30 combinations of W2 and 1099.
